t_s,i_gate_A,R_ohm,G_S,G_nv (S),G_volatile (S),drift_on
1.711257789253554762e+00,1.000000000000000036e-10,3.156930228704122214e+02,3.167634149489856159e-03,3.166640817218308729e-03,9.933322715474176416e-07,1.000000000000000000e+00
1.711420678716232491e+00,1.000000000000000036e-10,3.157316342232718398e+02,3.167246774179247916e-03,3.166359133279758858e-03,8.876408994889645967e-07,1.000000000000000000e+00
1.711591712652044128e+00,1.000000000000000036e-10,3.157720500525894636e+02,3.166841396613340361e-03,3.166063388165859908e-03,7.780084474804511111e-07,1.000000000000000000e+00
1.711771298284646248e+00,1.000000000000000036e-10,3.158143496491411497e+02,3.166417235666984555e-03,3.165752881082567558e-03,6.643545844168384082e-07,1.000000000000000000e+00
1.711959863198878606e+00,1.000000000000000036e-10,3.158586154262558239e+02,3.165973480414600340e-03,3.165426876414903588e-03,5.466039996969088364e-07,1.000000000000000000e+00
1.712157856358822450e+00,1.000000000000000036e-10,3.159049330266660718e+02,3.165509289199951691e-03,3.165084602006540404e-03,4.246871934114614561e-07,1.000000000000000000e+00
1.712365749176763652e+00,1.000000000000000036e-10,3.159533914341787408e+02,3.165023788669557060e-03,3.164725247355254945e-03,2.985413143022170415e-07,1.000000000000000000e+00
1.712584036635601770e+00,1.000000000000000036e-10,3.160040830908284875e+02,3.164516072764071708e-03,3.164347961720220034e-03,1.681110438516556952e-07,1.000000000000000000e+00
1.712813238467381982e+00,1.000000000000000036e-10,3.160571040202885911e+02,3.163985201660922571e-03,3.163951852136900889e-03,3.334952402157756677e-08,1.000000000000000000e+00
1.713053900390751005e+00,1.000000000000000036e-10,3.161125539584371040e+02,3.163430200660367723e-03,3.163535981335149298e-03,-1.057806747814657097e-07,1.000000000000000000e+00
1.713306595410288624e+00,1.000000000000000036e-10,3.161705364921141381e+02,3.162850059005867503e-03,3.163099365555865905e-03,-2.493065499986029572e-07,1.000000000000000000e+00
1.713571925180803035e+00,1.000000000000000036e-10,3.162311592072557005e+02,3.162243728628294330e-03,3.162640972261409819e-03,-3.972436331154793623e-07,1.000000000000000000e+00
1.713850521439843178e+00,1.000000000000000036e-10,3.162945338477540531e+02,3.161610122802002969e-03,3.162159717734696653e-03,-5.495949326938127707e-07,1.000000000000000000e+00
1.714143047511835327e+00,1.000000000000000036e-10,3.163607764865733998e+02,3.160948114699170964e-03,3.161654464561715772e-03,-7.063498625447228098e-07,1.000000000000000000e+00
1.714450199887427084e+00,1.000000000000000036e-10,3.164300077108370601e+02,3.160256535827123733e-03,3.161124018991953808e-03,-8.674831648300364626e-07,1.000000000000000000e+00
1.714772709881798418e+00,1.000000000000000036e-10,3.165023528228089162e+02,3.159534174331529548e-03,3.160567128170962536e-03,-1.032953839432784759e-06,1.000000000000000000e+00
1.715111345375888385e+00,1.000000000000000036e-10,3.165779420588995094e+02,3.158779773146511236e-03,3.159982477239067257e-03,-1.202704092556130450e-06,1.000000000000000000e+00
1.715466912644682873e+00,1.000000000000000036e-10,3.166569108290518102e+02,3.157992027970780730e-03,3.159368686289943350e-03,-1.376658319162802681e-06,1.000000000000000000e+00
1.715840258276916996e+00,1.000000000000000036e-10,3.167393999790847374e+02,3.157169585046991356e-03,3.158724307182515876e-03,-1.554722135524565867e-06,1.000000000000000000e+00
1.716232271190762937e+00,1.000000000000000036e-10,3.168255560788033449e+02,3.156311038719591521e-03,3.158047820199364353e-03,-1.736781479772743377e-06,1.000000000000000000e+00
1.716643884750301163e+00,1.000000000000000036e-10,3.169155317389083848e+02,3.155414928744648510e-03,3.157337630544528560e-03,-1.922701799880230385e-06,1.000000000000000000e+00
1.717076078987816334e+00,1.000000000000000036e-10,3.170094859599604433e+02,3.154479737323393276e-03,3.156592064673304637e-03,-2.112327349911545182e-06,1.000000000000000000e+00
1.717529882937207208e+00,1.000000000000000036e-10,3.171075845168583669e+02,3.153503885829753942e-03,3.155809366446336688e-03,-2.305480616582945207e-06,1.000000000000000000e+00
1.718006377084067671e+00,1.000000000000000036e-10,3.172100003824833152e+02,3.152485731200866358e-03,3.154987693099984680e-03,-2.501961899118324466e-06,1.000000000000000000e+00
1.718506695938271100e+00,1.000000000000000036e-10,3.173169141943222371e+02,3.151423561958655375e-03,3.154125111024643283e-03,-2.701549065987998596e-06,1.000000000000000000e+00
1.719032030735184735e+00,1.000000000000000036e-10,3.174285147680177488e+02,3.150315593830054460e-03,3.153219591342357967e-03,-2.903997512303512589e-06,1.000000000000000000e+00
1.719583632271943996e+00,1.000000000000000036e-10,3.175449996618816613e+02,3.149159964933438607e-03,3.152269005274765078e-03,-3.109040341326502314e-06,1.000000000000000000e+00
1.719999999999999973e+00,1.000000000000000036e-10,3.176322852584553971e+02,3.148294573350143670e-03,3.151551644080463274e-03,-3.257070730319543639e-06,1.000000000000000000e+00
1.720200500000000021e+00,0.000000000000000000e+00,3.176242773411430562e+02,3.148373947895532349e-03,3.151551582896853446e-03,-3.177635001321215317e-06,0.000000000000000000e+00
1.720411024999999983e+00,0.000000000000000000e+00,3.176160065724261585e+02,3.148455932028002176e-03,3.151551518654064406e-03,-3.095586626062046048e-06,0.000000000000000000e+00
1.720632076250000031e+00,0.000000000000000000e+00,3.176074711267589805e+02,3.148540544252166357e-03,3.151551451199137346e-03,-3.010906946971156989e-06,0.000000000000000000e+00
1.720864180062499971e+00,0.000000000000000000e+00,3.175986698733805156e+02,3.148627796201658186e-03,3.151551380371465493e-03,-2.923584169807331150e-06,0.000000000000000000e+00
1.721107889065625063e+00,0.000000000000000000e+00,3.175896024448982757e+02,3.148717691957499641e-03,3.151551306002412043e-03,-2.833614044912564901e-06,0.000000000000000000e+00
1.721363783518906398e+00,0.000000000000000000e+00,3.175802693076248602e+02,3.148810227348688637e-03,3.151551227914907698e-03,-2.741000566219122164e-06,0.000000000000000000e+00
1.721632472694851757e+00,0.000000000000000000e+00,3.175706718331459228e+02,3.148905389240123660e-03,3.151551145923030435e-03,-2.645756682906956217e-06,0.000000000000000000e+00
1.721914596329594316e+00,0.000000000000000000e+00,3.175608123705073353e+02,3.149003154813923445e-03,3.151551059831561412e-03,-2.547905017637896363e-06,0.000000000000000000e+00
1.722210826146074014e+00,0.000000000000000000e+00,3.175506943182994632e+02,3.149103490851265768e-03,3.151550969435521800e-03,-2.447478584256133123e-06,0.000000000000000000e+00
1.722521867453377764e+00,0.000000000000000000e+00,3.175403221958126778e+02,3.149206353022925876e-03,3.151550874519682723e-03,-2.344521496756786464e-06,0.000000000000000000e+00
1.722848460826046590e+00,0.000000000000000000e+00,3.175297017123201613e+02,3.149311685197857345e-03,3.151550774858055248e-03,-2.239089660198055419e-06,0.000000000000000000e+00
1.723191383867348936e+00,0.000000000000000000e+00,3.175188398334349813e+02,3.149419418780262294e-03,3.151550670213349586e-03,-2.131251433087456721e-06,0.000000000000000000e+00
1.723551453060716332e+00,0.000000000000000000e+00,3.175077448433691529e+02,3.149529472086778394e-03,3.151550560336412610e-03,-2.021088249634255785e-06,0.000000000000000000e+00
1.723929525713752131e+00,0.000000000000000000e+00,3.174964264018176436e+02,3.149641749776479083e-03,3.151550444965633274e-03,-1.908695189153993823e-06,0.000000000000000000e+00
1.724326501999439820e+00,0.000000000000000000e+00,3.174848955940831843e+02,3.149756142347442511e-03,3.151550323826319850e-03,-1.794181478877419464e-06,0.000000000000000000e+00
1.724743327099411694e+00,0.000000000000000000e+00,3.174731649729691867e+02,3.149872525714554963e-03,3.151550196630045503e-03,-1.677670915490453356e-06,0.000000000000000000e+00
1.725180993454382250e+00,0.000000000000000000e+00,3.174612485908893404e+02,3.149990760883999551e-03,3.151550063073963077e-03,-1.559302189963392662e-06,0.000000000000000000e+00
1.725640543127101356e+00,0.000000000000000000e+00,3.174491620205919276e+02,3.150110693740414310e-03,3.151549922840083014e-03,-1.439229099668712942e-06,0.000000000000000000e+00
1.726123070283456462e+00,0.000000000000000000e+00,3.174369223628652890e+02,3.150232154963026557e-03,3.151549775594515712e-03,-1.317620631488998342e-06,0.000000000000000000e+00
1.726629723797629357e+00,0.000000000000000000e+00,3.174245482395970726e+02,3.150354960087032186e-03,3.151549620986677895e-03,-1.194660899645817634e-06,0.000000000000000000e+00
1.727161709987510729e+00,0.000000000000000000e+00,3.174120597706050262e+02,3.150478909726063970e-03,3.151549458648456471e-03,-1.070548922392603974e-06,0.000000000000000000e+00
1.727720295486886215e+00,0.000000000000000000e+00,3.173994785327421368e+02,3.150603789970759464e-03,3.151549288193333364e-03,-9.454982225738764669e-07,0.000000000000000000e+00
1.728306810261230453e+00,0.000000000000000000e+00,3.173868274999209120e+02,3.150729372977046933e-03,3.151549109215464380e-03,-8.197362384175405690e-07,0.000000000000000000e+00
1.728922650774292080e+00,0.000000000000000000e+00,3.173741309628956628e+02,3.150855417755867374e-03,3.151548921288713397e-03,-6.935035328460795161e-07,0.000000000000000000e+00
1.729569283313006745e+00,0.000000000000000000e+00,3.173614144278942604e+02,3.150981671173525359e-03,3.151548723965637115e-03,-5.670527921117658935e-07,0.000000000000000000e+00
1.730248247478657131e+00,0.000000000000000000e+00,3.173487044935108656e+02,3.151107869168717681e-03,3.151548516776420811e-03,-4.406476077033355746e-07,0.000000000000000000e+00
1.730961159852590026e+00,0.000000000000000000e+00,3.173360287056494258e+02,3.151233738188510131e-03,3.151548299227759000e-03,-3.145610392490134352e-07,0.000000000000000000e+00
1.731709717845219432e+00,0.000000000000000000e+00,3.173234153907497443e+02,3.151358996841147758e-03,3.151548070801680600e-03,-1.890739605328265023e-07,0.000000000000000000e+00
1.732495703737480408e+00,0.000000000000000000e+00,3.173108934680260518e+02,3.151483357758612294e-03,3.151547830954316842e-03,-6.447319570462451752e-08,0.000000000000000000e+00
1.733320988924354378e+00,0.000000000000000000e+00,3.172984922419957456e+02,3.151606529656386397e-03,3.151547579114604997e-03,5.895054178142499011e-08,0.000000000000000000e+00
1.734187538370572046e+00,0.000000000000000000e+00,3.172862411771586153e+02,3.151728219572068335e-03,3.151547314682930090e-03,1.809048891383544529e-07,0.000000000000000000e+00
1.735097415289100553e+00,0.000000000000000000e+00,3.172741696572924184e+02,3.151848135258417810e-03,3.151547037029695918e-03,3.010982287216795824e-07,0.000000000000000000e+00
1.736052786053555508e+00,0.000000000000000000e+00,3.172623067324361728e+02,3.151965987700366869e-03,3.151546745493827122e-03,4.192422065395669183e-07,0.000000000000000000e+00
1.737055925356233210e+00,0.000000000000000000e+00,3.172506808572167643e+02,3.152081493719675973e-03,3.151546439381194917e-03,5.350543384810496280e-07,0.000000000000000000e+00
1.738109221624044798e+00,0.000000000000000000e+00,3.172393196247088554e+02,3.152194378625545503e-03,3.151546117962964345e-03,6.482606625812547891e-07,0.000000000000000000e+00
1.739215182705247109e+00,0.000000000000000000e+00,3.172282495004757266e+02,3.152304378864910668e-03,3.151545780473858673e-03,7.585983910520131335e-07,0.000000000000000000e+00
1.740376441840509436e+00,0.000000000000000000e+00,3.172174955617849719e+02,3.152411244622629373e-03,3.151545426110337941e-03,8.658185122913158680e-07,0.000000000000000000e+00
1.741595763932535013e+00,0.000000000000000000e+00,3.172070812472072134e+02,3.152514742319625831e-03,3.151545054028685126e-03,9.696882909408789970e-07,0.000000000000000000e+00
1.742876052129161746e+00,0.000000000000000000e+00,3.171970281218486321e+02,3.152614656956553157e-03,3.151544663342998633e-03,1.069993613554707840e-06,0.000000000000000000e+00
1.744220354735619871e+00,0.000000000000000000e+00,3.171873556633335625e+02,3.152710794251873880e-03,3.151544253123081570e-03,1.166541128792431805e-06,0.000000000000000000e+00
1.745631872472400925e+00,0.000000000000000000e+00,3.171780810733086469e+02,3.152802982526627454e-03,3.151543822392228241e-03,1.259160134399076572e-06,0.000000000000000000e+00
1.747113966096020876e+00,0.000000000000000000e+00,3.171692191187016192e+02,3.152891074293520234e-03,3.151543370124897884e-03,1.347704168622394208e-06,0.000000000000000000e+00
1.748670164400822014e+00,0.000000000000000000e+00,3.171607820062243945e+02,3.152974947515341155e-03,3.151542895244273043e-03,1.432052271068301132e-06,0.000000000000000000e+00
1.750304172620863019e+00,0.000000000000000000e+00,3.171527792927003020e+02,3.153054506506783750e-03,3.151542396619696085e-03,1.512109887087677723e-06,0.000000000000000000e+00
1.752019881251906108e+00,0.000000000000000000e+00,3.171452178327401157e+02,3.153129682464239809e-03,3.151541873063978209e-03,1.587809400261394443e-06,0.000000000000000000e+00
1.753821375314501330e+00,0.000000000000000000e+00,3.171381017641583071e+02,3.153200433619471593e-03,3.151541323330570975e-03,1.659110288900449357e-06,0.000000000000000000e+00
1.755712944080226379e+00,0.000000000000000000e+00,3.171314325303528108e+02,3.153266745024681759e-03,3.151540746110599936e-03,1.725998914081937257e-06,0.000000000000000000e+00
1.757699091284237625e+00,0.000000000000000000e+00,3.171252089377603625e+02,3.153328627987634931e-03,3.151540140029748197e-03,1.788487957886862921e-06,0.000000000000000000e+00
1.759704091284237659e+00,0.000000000000000000e+00,3.171196371958849909e+02,3.153384031472953111e-03,3.151539528196011311e-03,1.844503276941638803e-06,0.000000000000000000e+00
1.760000000000000009e+00,0.000000000000000000e+00,3.171188699308605123e+02,3.153391661045033129e-03,3.151539437898298428e-03,1.852223146734571247e-06,0.000000000000000000e+00
1.760099999999999998e+00,1.000000000000000036e-10,3.171435203508925156e+02,3.153146559304079513e-03,3.151366052452251806e-03,1.780506851827877203e-06,1.000000000000000000e+00
1.760205000000000020e+00,1.000000000000000036e-10,3.171693493428606416e+02,3.152889779771872805e-03,3.151184006723004548e-03,1.705773048868388235e-06,1.000000000000000000e+00
1.760315250000000109e+00,1.000000000000000036e-10,3.171964108322881657e+02,3.152620792196579678e-03,3.150992868592968846e-03,1.627923603610807610e-06,1.000000000000000000e+00
1.760431012500000003e+00,1.000000000000000036e-10,3.172247610054221809e+02,3.152339044501344979e-03,3.150792184426927205e-03,1.546860074417621733e-06,1.000000000000000000e+00
1.760552563125000081e+00,1.000000000000000036e-10,3.172544583886332248e+02,3.152043962058402333e-03,3.150581478004673558e-03,1.462484053728775966e-06,1.000000000000000000e+00
1.760680191281249973e+00,1.000000000000000036e-10,3.172855639298380765e+02,3.151734946948711071e-03,3.150360249401090110e-03,1.374697547620914157e-06,1.000000000000000000e+00
1.760814200845312483e+00,1.000000000000000036e-10,3.173181410820387782e+02,3.151411377206644188e-03,3.150127973811100296e-03,1.283403395543688000e-06,1.000000000000000000e+00
1.760954910887578162e+00,1.000000000000000036e-10,3.173522558890954315e+02,3.151072606049059883e-03,3.149884100316827258e-03,1.188505732232625921e-06,1.000000000000000000e+00
1.761102656431956959e+00,1.000000000000000036e-10,3.173879770738809611e+02,3.150717961087801285e-03,3.149628050594148465e-03,1.089910493652926439e-06,1.000000000000000000e+00
1.761257789253554806e+00,1.000000000000000036e-10,3.174253761290036095e+02,3.150346743524354981e-03,3.149359217555711739e-03,9.875259686431254761e-07,1.000000000000000000e+00
1.761420678716232535e+00,1.000000000000000036e-10,3.174645274103239103e+02,3.149958227325022966e-03,3.149076963927340076e-03,8.812633976828527948e-07,1.000000000000000000e+00
1.761591712652044173e+00,1.000000000000000036e-10,3.175055082335447878e+02,3.149551658374501618e-03,3.148780620754604732e-03,7.710376198967682797e-07,1.000000000000000000e+00
1.761771298284646292e+00,1.000000000000000036e-10,3.175483989742127164e+02,3.149126253605225717e-03,3.148469485836195587e-03,6.567677690302840526e-07,1.000000000000000000e+00
1.761959863198878651e+00,1.000000000000000036e-10,3.175932831715338125e+02,3.148681200099230984e-03,3.148142822080559049e-03,5.383780186718799714e-07,1.000000000000000000e+00
1.762157856358822494e+00,1.000000000000000036e-10,3.176402476364893914e+02,3.148215654158568241e-03,3.147799855782112879e-03,4.157983764554264707e-07,1.000000000000000000e+00
1.762365749176763696e+00,1.000000000000000036e-10,3.176893825648211873e+02,3.147728740339506091e-03,3.147439774813169926e-03,2.889655263360660354e-07,1.000000000000000000e+00
1.762584036635601814e+00,1.000000000000000036e-10,3.177407816555596014e+02,3.147219550444832654e-03,3.147061726727530193e-03,1.578237173022865275e-07,1.000000000000000000e+00
1.762813238467382027e+00,1.000000000000000036e-10,3.177945422358789074e+02,3.146687142467546883e-03,3.146664816771505436e-03,2.232569604125327715e-08,1.000000000000000000e+00
1.763053900390751050e+00,1.000000000000000036e-10,3.178507653931900450e+02,3.146130539478087223e-03,3.146248105797956260e-03,-1.175663198688523583e-07,1.000000000000000000e+00
1.763306595410288669e+00,1.000000000000000036e-10,3.179095561155208998e+02,3.145548728445971692e-03,3.145810608078704329e-03,-2.618796327328327905e-07,1.000000000000000000e+00
1.763571925180803079e+00,1.000000000000000036e-10,3.179710234413857961e+02,3.144940658985356449e-03,3.145351289010495446e-03,-4.106300251387896337e-07,1.000000000000000000e+00
1.763850521439843222e+00,1.000000000000000036e-10,3.180352806205140155e+02,3.144305242012504237e-03,3.144869062709438126e-03,-5.638206969339526219e-07,1.000000000000000000e+00
1.764143047511835372e+00,1.000000000000000036e-10,3.181024452869873471e+02,3.143641348301534286e-03,3.144362789488642368e-03,-7.214411871080276155e-07,1.000000000000000000e+00
1.764450199887427129e+00,1.000000000000000036e-10,3.181726396465277844e+02,3.142947806923136918e-03,3.143831273213538741e-03,-8.834662904019133196e-07,1.000000000000000000e+00
1.764772709881798463e+00,1.000000000000000036e-10,3.182459906798860629e+02,3.142223403549078680e-03,3.143273258529100719e-03,-1.049854980021987341e-06,1.000000000000000000e+00
1.765111345375888430e+00,1.000000000000000036e-10,3.183226303644939890e+02,3.141466878603491487e-03,3.142687427952957704e-03,-1.220549349466118606e-06,1.000000000000000000e+00
1.765466912644682917e+00,1.000000000000000036e-10,3.184026959167686073e+02,3.140676925239989023e-03,3.142072398828117761e-03,-1.395473588128804416e-06,1.000000000000000000e+00
1.765840258276917041e+00,1.000000000000000036e-10,3.184863300576875531e+02,3.139852187121719429e-03,3.141426720128738873e-03,-1.574533007019302511e-06,1.000000000000000000e+00
1.766232271190762981e+00,1.000000000000000036e-10,3.185736813044850919e+02,3.138991255979567234e-03,3.140748869112124347e-03,-1.757613132557318569e-06,1.000000000000000000e+00
1.766643884750301208e+00,1.000000000000000036e-10,3.186649042915503856e+02,3.138092668921858754e-03,3.140037247809818709e-03,-1.944578887959813001e-06,1.000000000000000000e+00
1.767076078987816379e+00,1.000000000000000036e-10,3.187601601238309854e+02,3.137154905467242055e-03,3.139290179350390318e-03,-2.135273883148182417e-06,1.000000000000000000e+00
1.767529882937207253e+00,1.000000000000000036e-10,3.188596167662591370e+02,3.136176384270864329e-03,3.138505904106184217e-03,-2.329519835320031019e-06,1.000000000000000000e+00
1.768006377084067715e+00,1.000000000000000036e-10,3.189634494729073708e+02,3.135155459512735301e-03,3.137682575656017790e-03,-2.527116143282531782e-06,1.000000000000000000e+00
1.768506695938271145e+00,1.000000000000000036e-10,3.190718412597512383e+02,3.134090416916221131e-03,3.136818256555475200e-03,-2.727839639254280840e-06,1.000000000000000000e+00
1.769032030735184780e+00,1.000000000000000036e-10,3.191849834250488129e+02,3.132979469364104586e-03,3.135910913906140868e-03,-2.931444542036128505e-06,1.000000000000000000e+00
1.769583632271944040e+00,1.000000000000000036e-10,3.193030761214437803e+02,3.131820752079632082e-03,3.134958414714774863e-03,-3.137662635142645142e-06,1.000000000000000000e+00
1.770000000000000018e+00,1.000000000000000036e-10,3.193915657768708343e+02,3.130953059351000364e-03,3.134239610210590426e-03,-3.286550859589893806e-06,1.000000000000000000e+00
1.770200500000000066e+00,0.000000000000000000e+00,3.193834795814887570e+02,3.131032329256266521e-03,3.134239549374087056e-03,-3.207220117820490319e-06,0.000000000000000000e+00
1.770411025000000027e+00,0.000000000000000000e+00,3.193751281025674871e+02,3.131114203980372469e-03,3.134239485495759515e-03,-3.125281515387054598e-06,0.000000000000000000e+00
1.770632076250000075e+00,0.000000000000000000e+00,3.193665095128308735e+02,3.131198701847051364e-03,3.134239418423517224e-03,-3.040716576465942184e-06,0.000000000000000000e+00
1.770864180062500015e+00,0.000000000000000000e+00,3.193576226877162298e+02,3.131285834306982586e-03,3.134239347997664574e-03,-2.953513690681870920e-06,0.000000000000000000e+00
1.771107889065625107e+00,0.000000000000000000e+00,3.193484672746490673e+02,3.131375605256845121e-03,3.134239274050521027e-03,-2.863668793675983519e-06,0.000000000000000000e+00
1.771363783518906443e+00,0.000000000000000000e+00,3.193390437640776440e+02,3.131468010340706688e-03,3.134239196406022124e-03,-2.771186065315541366e-06,0.000000000000000000e+00
1.771632472694851801e+00,0.000000000000000000e+00,3.193293535617406746e+02,3.131563036238869079e-03,3.134239114879300552e-03,-2.676078640431464721e-06,0.000000000000000000e+00
1.771914596329594360e+00,0.000000000000000000e+00,3.193193990615469602e+02,3.131660659950245579e-03,3.134239029276244658e-03,-2.578369325999265268e-06,0.000000000000000000e+00
1.772210826146074059e+00,0.000000000000000000e+00,3.193091837183363850e+02,3.131760848075397161e-03,3.134238939393039179e-03,-2.478091317641875840e-06,0.000000000000000000e+00
1.772521867453377808e+00,0.000000000000000000e+00,3.192987121196853764e+02,3.131863556108430927e-03,3.134238845015676050e-03,-2.375288907245195751e-06,0.000000000000000000e+00
1.772848460826046635e+00,0.000000000000000000e+00,3.192879900558027089e+02,3.131968727747096691e-03,3.134238745919447865e-03,-2.270018172351176611e-06,0.000000000000000000e+00
1.773191383867348980e+00,0.000000000000000000e+00,3.192770245864474532e+02,3.132076294231562856e-03,3.134238641868411848e-03,-2.162347636848890104e-06,0.000000000000000000e+00
1.773551453060716376e+00,0.000000000000000000e+00,3.192658241036865547e+02,3.132186173723481258e-03,3.134238532614827804e-03,-2.052358891346486970e-06,0.000000000000000000e+00
1.773929525713752176e+00,0.000000000000000000e+00,3.192543983891958987e+02,3.132298270738066454e-03,3.134238417898568742e-03,-1.940147160502137053e-06,0.000000000000000000e+00
1.774326501999439865e+00,0.000000000000000000e+00,3.192427586647079920e+02,3.132412475642941483e-03,3.134238297446501585e-03,-1.825821803560252952e-06,0.000000000000000000e+00
1.774743327099411738e+00,0.000000000000000000e+00,3.192309176341152011e+02,3.132528664238420218e-03,3.134238170971836209e-03,-1.709506733415936449e-06,0.000000000000000000e+00
1.775180993454382294e+00,0.000000000000000000e+00,3.192188895156607487e+02,3.132646697434677933e-03,3.134238038173443267e-03,-1.591340738765210502e-06,0.000000000000000000e+00
1.775640543127101401e+00,0.000000000000000000e+00,3.192066900625973176e+02,3.132766421041793380e-03,3.134237898735136880e-03,-1.471477693343349981e-06,0.000000000000000000e+00
1.776123070283456507e+00,0.000000000000000000e+00,3.191943365706626423e+02,3.132887665688961418e-03,3.134237752324921765e-03,-1.350086635960264640e-06,0.000000000000000000e+00
1.776629723797629401e+00,0.000000000000000000e+00,3.191818478707288591e+02,3.133010246889127073e-03,3.134237598594203505e-03,-1.227351705076388746e-06,0.000000000000000000e+00
1.777161709987510774e+00,0.000000000000000000e+00,3.191692443050258703e+02,3.133133965264876895e-03,3.134237437176957616e-03,-1.103471912080874568e-06,0.000000000000000000e+00
1.777720295486886259e+00,0.000000000000000000e+00,3.191565476854299845e+02,3.133258606950559133e-03,3.134237267688859147e-03,-9.786607383001598166e-07,0.000000000000000000e+00
1.778306810261230497e+00,0.000000000000000000e+00,3.191437812324491006e+02,3.133383944184228633e-03,3.134237089726365881e-03,-8.531455421372237460e-07,0.000000000000000000e+00
1.778922650774292125e+00,0.000000000000000000e+00,3.191309694937355061e+02,3.133509736101089405e-03,3.134236902865759032e-03,-7.271667646696762455e-07,0.000000000000000000e+00
1.779569283313006789e+00,0.000000000000000000e+00,3.191181382412135008e+02,3.133635729737570784e-03,3.134236706662134504e-03,-6.009769245636190957e-07,0.000000000000000000e+00
1.780248247478657175e+00,0.000000000000000000e+00,3.191053143462323192e+02,3.133761661252029360e-03,3.134236500648342107e-03,-4.748393963127227261e-07,0.000000000000000000e+00
1.780961159852590070e+00,0.000000000000000000e+00,3.190925256325398323e+02,3.133887257364275421e-03,3.134236284333875334e-03,-3.490269696000168177e-07,0.000000000000000000e+00
1.781709717845219476e+00,0.000000000000000000e+00,3.190798007073195208e+02,3.134012237011719101e-03,3.134236057203701725e-03,-2.238201919828203290e-07,0.000000000000000000e+00
1.782495703737480452e+00,0.000000000000000000e+00,3.190671687710388937e+02,3.134136313214962253e-03,3.134235818717037714e-03,-9.950550207547223489e-08,0.000000000000000000e+00
1.783320988924354422e+00,0.000000000000000000e+00,3.190546594074110089e+02,3.134259195140191682e-03,3.134235568306060603e-03,2.362683413091297576e-08,0.000000000000000000e+00
1.784187538370572090e+00,0.000000000000000000e+00,3.190423023553625512e+02,3.134380590339893267e-03,3.134235305374556777e-03,1.452849653364161806e-07,0.000000000000000000e+00
1.785097415289100597e+00,0.000000000000000000e+00,3.190301272655129878e+02,3.134500207147362764e-03,3.134235029296502262e-03,2.651778508604227704e-07,0.000000000000000000e+00
1.786052786053555552e+00,0.000000000000000000e+00,3.190181634442839709e+02,3.134617757194406266e-03,3.134234739414572170e-03,3.830177798341842926e-07,0.000000000000000000e+00
1.787055925356233255e+00,0.000000000000000000e+00,3.190064395893476217e+02,3.134732958015786809e-03,3.134234435038575108e-03,4.985229772117582294e-07,0.000000000000000000e+00
1.788109221624044842e+00,0.000000000000000000e+00,3.189949835206631974e+02,3.134845535698601617e-03,3.134234115443811260e-03,6.114202547902380910e-07,0.000000000000000000e+00
1.789215182705247154e+00,0.000000000000000000e+00,3.189838219118137772e+02,3.134955227530190902e-03,3.134233779869345475e-03,7.214476608453569603e-07,0.000000000000000000e+00
1.790376441840509480e+00,0.000000000000000000e+00,3.189729800267033397e+02,3.135061784594680642e-03,3.134233427516196213e-03,8.283570784845211917e-07,0.000000000000000000e+00
1.791595763932535057e+00,0.000000000000000000e+00,3.189624814668894146e+02,3.135164974266125854e-03,3.134233057545433854e-03,9.319167206919907755e-07,0.000000000000000000e+00
1.792876052129161790e+00,0.000000000000000000e+00,3.189523479348688397e+02,3.135264582545739531e-03,3.134232669076181862e-03,1.031913469557793289e-06,0.000000000000000000e+00
1.794220354735619916e+00,0.000000000000000000e+00,3.189425990184907391e+02,3.135360416192083631e-03,3.134232261183520808e-03,1.128155008562862190e-06,0.000000000000000000e+00
1.795631872472400969e+00,0.000000000000000000e+00,3.189332520013252861e+02,3.135452304596463447e-03,3.134231832896285704e-03,1.220471700177676856e-06,0.000000000000000000e+00
1.797113966096020921e+00,0.000000000000000000e+00,3.189243217032607163e+02,3.135540101361218492e-03,3.134231383194754049e-03,1.308718166464569725e-06,0.000000000000000000e+00
1.798670164400822058e+00,0.000000000000000000e+00,3.189158203548507799e+02,3.135623685545989910e-03,3.134230911008217216e-03,1.392774537772676892e-06,0.000000000000000000e+00
1.800304172620863064e+00,0.000000000000000000e+00,3.189077575080038969e+02,3.135702962556193799e-03,3.134230415212432581e-03,1.472547343761354278e-06,0.000000000000000000e+00
1.802019881251906153e+00,0.000000000000000000e+00,3.189001399845379865e+02,3.135777864658464802e-03,3.134229894626945970e-03,1.547970031518798009e-06,0.000000000000000000e+00
1.803821375314501374e+00,0.000000000000000000e+00,3.188929718629680679e+02,3.135848351119231887e-03,3.134229348012280980e-03,1.619003106950982018e-06,0.000000000000000000e+00
1.805712944080226423e+00,0.000000000000000000e+00,3.188862545027110400e+02,3.135914407974265111e-03,3.134228774066988646e-03,1.685633907276628968e-06,0.000000000000000000e+00
1.807699091284237669e+00,0.000000000000000000e+00,3.188799866037608126e+02,3.135976047448210246e-03,3.134228171424548789e-03,1.747876023661421960e-06,0.000000000000000000e+00
1.809704091284237704e+00,0.000000000000000000e+00,3.188743757145206246e+02,3.136031227844009346e-03,3.134227563061861305e-03,1.803664782147993730e-06,0.000000000000000000e+00
1.810000000000000053e+00,0.000000000000000000e+00,3.188736030982066723e+02,3.136038826305795335e-03,3.134227473276424841e-03,1.811353029370425408e-06,0.000000000000000000e+00
